Girdi görüntü (endoskopi),Orijinal,Tahmin maskesi (0-255),Overlay (maske bindirilmiş),timestamp
,,,,2025-12-08 21:22:16.144960
.gradio\flagged\Girdi görüntü endoskopi\a8f3864d69391dfe13f7\endoskopik hasta.jpg,.gradio\flagged\Orijinal\76c7f8c899aa2ee941ad\image.webp,.gradio\flagged\Tahmin maskesi 0-255\b2d876bfb50cfa09a514\image.webp,.gradio\flagged\Overlay maske bindirilmiş\d6f90d2ec1f63c4ac0cd\image.webp,2025-12-08 21:40:42.454100
